"","square1","square2","square3","room","type_house","state","value","currency","dist"
"1382","32.81","15.42","5","1","monolyth_concrete","cosmetic_repair_needed","653100","uah","Desniansky"
"1383","82.35","36","11-May","2","ukrainian_panel","from_builders(otdelka)","68500","$","Holosiivsky"
"1384","90.9","51.5","12-Mar","3","ukrainian_panel","cosmetic_repair_needed","1548000","uah","Holosiivsky"
"1385","57.7","19-May","15-Jun","1","monolyth_concrete","cosmetic_repair_needed","2596500","uah","Pechersky"
"1386","36.59","17.33","7","1","panel","cosmetic_repair_needed","725900","uah","Desniansky"
"1387","85.6","43.4","13-Feb","2","monolyth_concrete","cosmetic_repair_needed","3698700","uah","Pechersky"
"1388","77.9","30","18","2","ukrainian_panel","from_builders(otdelka)","65000","uah","Holosiivsky"
"1389","74.3","32.52","13.71","2","monolyth_concrete","cosmetic_repair_needed","60500","$","Holosiivsky"
"1390","62","31","13","2","monolyth_concrete","cosmetic_repair_needed","1605600","uah","Darnitsky"
"1391","84.1","40","12","2","monolyth_concrete","cosmetic_repair_needed","3557500","uah","Pechersky"
"1392","48.57","15-Jul","22.38","1","monolyth_concrete","cosmetic_repair_needed","1358100","uah","Shevchenkovsky"
"1393","67.9","32.23","14.41","2","monolyth_concrete","cosmetic_repair_needed","1780400","uah","Shevchenkovsky"
"1394","48.3","17.72","Dec-26","1","ukrainian_panel","cosmetic_repair_needed","835100","uah","Holosiivsky"
"1395","120","70","17","3","monolyth_concrete","euro","175000","$","Dneprovsky"
"1396","350","241","26","6","before_revolution","good","745000","$","Pechersky"
"1397","72","39","15","2","ukrainian_brick","cosmetic_repair_needed","67000","$","Darnitsky"
"1398","44","27","6","1","ukrainian_brick","cosmetic_repair_needed","45500","$","Pechersky"
"1399","82","51","9","4","ukrainian_brick","good","67000","$","Shevchenkovsky"
"1400","80","58","5","3","Stalinka","euro","320000","$","Pechersky"
"1401","44","28","6","2","panel","good","38500","$","Dneprovsky"
"1402","100","85","10","5","panel","euro","70000","$","Darnitsky"
"1403","79","46","13-Jun","3","Stalinka","euro","199900","$","Shevchenkovsky"
"1404","200","120","15","4","old_brick","euro","399000","$","Shevchenkovsky"
"1405","37","18","7","1","old_brick","good","52000","$","Holosiivsky"
"1406","51","18","14","1","monolyth_concrete","good","42000","$","Podolsky"
"1407","38","29","5","2","old_brick","good","35000","$","Holosiivsky"
"1408","94","55","12","3","monolyth_concrete","satisfactory","65000","$","Desniansky"
"1409","31","19","5","1","ukrainian_panel","satisfactory","29900","$","Obolon"
"1410","98","59","9","4","ukrainian_panel","euro","55000","$","Desniansky"
"1411","122","65","15","3","ukrainian_brick","euro","139000","$","Shevchenkovsky"
"1412","80","42","12","3","ukrainian_brick","satisfactory","78500","$","Obolon"
"1413","105","67","14","3","ukrainian_brick","euro","99900","$","Sviatoshynsky"
"1414","115","35","37","3","ukrainian_brick","euro","195000","$","Pechersky"
"1415","110","65","25","4","ukrainian_brick","euro","355000","$","Pechersky"
"1416","58","32","8-Jun","2","ukrainian_brick","satisfactory","69900","$","Pechersky"
"1417","99","55","12","3","monolyth_concrete","euro","69000","$","Holosiivsky"
"1418","118.1","64","41","3","ukrainian_brick","good","249000","$","Shevchenkovsky"
"1419","142","76","23","4","ukrainian_brick","euro","570000","$","Holosiivsky"
"1420","123","71","26","4","ukrainian_brick","euro","355000","$","Pechersky"
"1421","161","92","17","4","ukrainian_brick","euro","319000","$","Shevchenkovsky"
"1422","110","62","15","3","ukrainian_brick","good","128900","$","Shevchenkovsky"
"1423","64","37","12","2","before_revolution","euro","119000","$","Pechersky"
"1424","105","42","9","3","ukrainian_brick","euro","105000","$","Obolon"
"1425","282","171","24-Mar","5","ukrainian_brick","euro","520000","$","Solomensky"
"1426","50","18-May","14-Jan","1","ukrainian_brick","euro","93000","$","Holosiivsky"
"1427","128","65","14","2","ukrainian_brick","good","159000","$","Shevchenkovsky"
"1428","105","70","14","3","ukrainian_brick","euro","99900","$","Sviatoshynsky"
"1429","75","40","9","3","ukrainian_brick","euro","65999","$","Sviatoshynsky"
"1430","80","55","9","3","before_revolution","euro","110000","$","Shevchenkovsky"
"1431","102","45","20","3","monolyth_concrete","euro","170000","$","Shevchenkovsky"
"1432","128","53","43","3","monolyth_concrete","euro","195000","$","Shevchenkovsky"
"1433","45","29","8","2","ukrainian_brick","repair_unfinished","38000","$","Shevchenkovsky"
"1434","42","30","8","2","ukrainian_brick","good","45000","$","Shevchenkovsky"
"1435","61","45","7","3","ukrainian_panel","good","47000","$","Shevchenkovsky"
"1436","66.3","41","7","3","ukrainian_panel","satisfactory","64000","$","Obolon"
"1437","124","61","18","4","ukrainian_brick","euro","127000","$","Darnitsky"
"1438","128","60","14","3","ukrainian_brick","good","83000","$","Darnitsky"
"1439","75","42","8","3","panel","good","53900","$","Darnitsky"
"1440","96","46","12","3","monolyth_concrete","good","73600","$","Darnitsky"
"1441","103","56","17","3","ukrainian_brick","good","160000","$","Dneprovsky"
"1442","50","17","21","1","ukrainian_brick","from_builders(planirovka)","77000","$","Darnitsky"
"1443","168","74","28","4","ukrainian_brick","euro","409000","$","Obolon"
"1444","95","57","13","3","ukrainian_brick","cosmetic_repair_needed","103000","$","Darnitsky"
"1445","45","27","10","1","","euro","70000","$","Dneprovsky"
"1446","99","55","15","3","ukrainian_brick","euro","188000","$","Shevchenkovsky"
"1447","38","20","8","1","","euro","52000","$","Darnitsky"
"1448","127","70","16","3","ukrainian_brick","euro","360000","$","Shevchenkovsky"
"1449","39","18","9","1","ukrainian_brick","good","35000","$","Desniansky"
"1450","30","18","6","1","ukrainian_brick","good","31000","$","Darnitsky"
"1451","162","81","21","4","monolyth_concrete","good","320500","$","Pechersky"
"1452","211","119","19","5","ukrainian_brick","good","250000","$","Pechersky"
"1453","39","17","8","1","old_brick","good","30000","$","Holosiivsky"
"1454","57","32","6","1","ukrainian_brick","euro","108000","$","Darnitsky"
"1455","46","29","7","2","Stalinka","good","75000","$","Podolsky"
"1456","46","30","8","2","ukrainian_brick","satisfactory","30500","$","Podolsky"
"1457","50","20","10","1","ukrainian_brick","euro","75000","$","Darnitsky"
"1458","75","39","9","2","before_revolution","euro","330000","$","Shevchenkovsky"
"1459","47","30","8","2","panel","good","35000","$","Podolsky"
"1460","106","56","17","3","ukrainian_brick","euro","155000","$","Darnitsky"
"1461","50","31","7","2","ukrainian_panel","good","73000","$","Pechersky"
"1462","67","25","23","2","monolyth_concrete","euro","145000","$","Solomensky"
"1463","87","50","12","3","monolyth_concrete","euro","135000","$","Shevchenkovsky"
"1464","80","32","25","2","monolyth_concrete","euro","197000","$","Obolon"
"1465","155","86","20","3","monolyth_concrete","euro","180000","$","Solomensky"
"1466","100","65","31","3","monolyth_concrete","euro","187000","$","Solomensky"
"1467","92","46","14","3","ukrainian_panel","from_builders(otdelka)","58000","$","Desniansky"
"1468","82","43","19","3","monolyth_concrete","euro","100000","$","Darnitsky"
"1469","188","115","18","3","Stalinka","euro","350000","$","Shevchenkovsky"
"1470","390","175","36","6","before_revolution","euro","1200000","$","Shevchenkovsky"
"1471","215","163","20","4","before_revolution","euro","260000","$","Shevchenkovsky"
"1472","54","22","10","2","monolyth_concrete","euro","108000","$","Shevchenkovsky"
"1473","230","85","17","4","monolyth_concrete","euro","550000","$","Holosiivsky"
"1474","250","137","16","4","monolyth_concrete","euro","449000","$","Shevchenkovsky"
"1475","500","200","35","6","ukrainian_brick","euro","1250000","$","Shevchenkovsky"
"1476","115","63","19","3","ukrainian_brick","euro","219000","$","Pechersky"
"1477","96","56.2","14-Jun","3","ukrainian_brick","euro","170000","$","Shevchenkovsky"
"1478","58","26","18","1","before_revolution","good","74900","$","Shevchenkovsky"
"1479","70","35","11","2","monolyth_concrete","euro","145000","$","Pechersky"
"1480","109","61","15","3","ukrainian_brick","euro","165000","$","Dneprovsky"
"1481","67","31","13","2","monolyth_concrete","euro","100000","$","Sviatoshynsky"
"1482","56","12","20","2","ukrainian_brick","euro","162000","$","Pechersky"
"1483","43","30","6","2","old_brick","good","33000","$","Shevchenkovsky"
"1484","76","38","15","2","ukrainian_brick","good","76000","$","Darnitsky"
"1485","37","17","7","1","ukrainian_panel","good","35500","$","Darnitsky"
"1486","60","35","17","2","ukrainian_brick","euro","73000","$","Holosiivsky"
"1487","44","12","25","2","monolyth_concrete","euro","39000","$","Desniansky"
"1488","63","42","8","3","panel","repair_unfinished","43000","$","Dneprovsky"
"1489","76","41","8","3","ukrainian_panel","euro","64000","$","Desniansky"
"1490","67","17","35","2","monolyth_concrete","good","145000","$","Darnitsky"
"1491","118","60","14","3","monolyth_concrete","from_builders(planirovka)","179000","$","Shevchenkovsky"
"1492","100","36","47","3","monolyth_concrete","good","310000","$","Holosiivsky"
"1493","133","62","19","4","monolyth_concrete","from_builders(otdelka)","250000","$","Holosiivsky"
"1494","86","44","15","2","ukrainian_brick","good","115000","$","Holosiivsky"
"1495","288","120","55","5","monolyth_concrete","good","350000","$","Pechersky"
"1496","76","60","14","2","monolyth_concrete","from_builders(planirovka)","177000","$","Pechersky"
"1497","49","30","6","2","old_brick","good","105000","$","Pechersky"
"1498","125","67","16","3","monolyth_concrete","euro","130000","$","Dneprovsky"
"1499","122","62","15","3","monolyth_concrete","from_builders(planirovka)","95000","$","Dneprovsky"
"1500","84","57","10","3","old_brick","satisfactory","91000","$","Podolsky"
"1501","124","68","16","3","monolyth_concrete","good","153000","$","Dneprovsky"
"1502","89","68","7","4","Stalinka","euro","106800","$","Shevchenkovsky"
"1503","63","24","23","3","old_brick","good","100000","$","Pechersky"
"1504","56","34","11","2","Stalinka","good","85000","$","Pechersky"
"1505","45","12","16","2","monolyth_concrete","good","130000","$","Pechersky"
"1506","105","52","26","3","ukrainian_brick","from_builders(planirovka)","144000","$","Pechersky"
"1507","104","62","13","3","monolyth_concrete","from_builders(planirovka)","129000","$","Shevchenkovsky"
"1508","250","134","25","6","monolyth_concrete","from_builders(planirovka)","330000","$","Shevchenkovsky"
"1509","51","14","18","1","monolyth_concrete","good","152000","$","Pechersky"
"1510","47","16","18","2","monolyth_concrete","good","140000","$","Pechersky"
"1511","81","32","19","3","monolyth_concrete","good","260000","$","Pechersky"
"1512","104","52","16","3","monolyth_concrete","from_builders(planirovka)","103000","$","Holosiivsky"
"1513","124","86","9","5","Stalinka","satisfactory","300000","$","Pechersky"
"1514","33","19","6","1","ukrainian_panel","good","37000","$","Shevchenkovsky"
"1515","39","15","12","1","monolyth_concrete","from_builders(planirovka)","38800","$","Holosiivsky"
"1516","140","49","16","4","ukrainian_brick","euro","159000","$","Darnitsky"
"1517","240","120","16","4","before_revolution","euro","335000","$","Shevchenkovsky"
"1518","50","18","12","1","monolyth_concrete","euro","90000","$","Darnitsky"
"1519","70","27","20","3","monolyth_concrete","euro","215000","$","Pechersky"
"1520","160","73","30","3","monolyth_concrete","euro","420000","$","Pechersky"
"1521","100","30","28","3","monolyth_concrete","euro","299900","$","Pechersky"
"1522","57","35","7","2","monolyth_concrete","euro","149000","$","Darnitsky"
"1523","60","15","33","2","monolyth_concrete","euro","205000","$","Holosiivsky"
"1524","68","30","24","3","monolyth_concrete","euro","144900","$","Darnitsky"
"1525","57","32","7","2","ukrainian_panel","repair_unfinished","57500","$","Holosiivsky"
"1526","96.6","40","13","2","monolyth_concrete","from_builders(otdelka)","4260060","uah","Pechersky"
"1527","44","29","6","2","ukrainian_brick","cosmetic_repair_needed","40000","$","Holosiivsky"
"1528","59","25","14","2","ukrainian_brick","from_builders(planirovka)","72000","$","Solomensky"
"1529","135","69","50","3","monolyth_concrete","euro","205000","$","Dneprovsky"
"1530","112","70","16","3","monolyth_concrete","euro","265000","$","Pechersky"
"1531","55","18","24","2","monolyth_concrete","euro","155000","$","Pechersky"
"1532","72","35","22","3","monolyth_concrete","euro","199000","$","Pechersky"
"1533","101","36","46","3","monolyth_concrete","euro","330000","$","Holosiivsky"
"1534","50","18","27","1","ukrainian_brick","euro","125000","$","Darnitsky"
"1535","27","15","7","1","ukrainian_brick","good","25500","$","Sviatoshynsky"
"1536","70","42","8","3","ukrainian_panel","good","41500","$","Desniansky"
"1537","56","32","10","2","old_brick","euro","48000","$","Obolon"
"1538","100","68","9","4","panel","satisfactory","57000","$","Darnitsky"
"1539","95","57","10","3","ukrainian_brick","good","147000","$","Pechersky"
"1540","58","30","8","2","ukrainian_panel","euro","65000","$","Obolon"
"1541","190","122","18","4","ukrainian_brick","euro","400000","$","Shevchenkovsky"
"1542","75","30","40","2","","euro","188000","$","Shevchenkovsky"
"1543","50","42.9","-","1","","euro","110000","$","Shevchenkovsky"
"1544","34","20-Apr","12","2","","euro","54000","$","Shevchenkovsky"
"1545","66.6","33.8","17-Jan","2","ukrainian_brick","from_builders(planirovka)","39999","$","Sviatoshynsky"
"1546","109","70","20","2","ukrainian_brick","from_builders(otdelka)","215000","$","Holosiivsky"
"1547","99","56","14","3","ukrainian_brick","from_builders(otdelka)","64700","$","Darnitsky"
"1548","69","48","8","3","panel","serious_repair_needed","55900","$","Dneprovsky"
"1549","60","43","8","3","panel","good","42800","$","Dneprovsky"
"1550","95","55","12","4","ukrainian_brick","good","65000","$","Desniansky"
"1551","120","80","12","4","Stalinka","satisfactory","75000","$","Obolon"
"1552","106","55","13","3","ukrainian_brick","satisfactory","90000","$","Darnitsky"
"1553","100","60","10","3","ukrainian_brick","euro","95000","$","Dneprovsky"
"1554","136","90","14","4","monolyth_concrete","from_builders(planirovka)","100000","$","Obolon"
"1555","76","50","9","3","Stalinka","serious_repair_needed","62000","$","Shevchenkovsky"
"1556","53","34","9","2","Stalinka","good","57000","$","Solomensky"
"1557","128","51","26","4","","from_builders(otdelka)","299000","$","Holosiivsky"
"1558","73","51","9","3","Stalinka","good","165000","$","Shevchenkovsky"
"1559","39","18","9","1","ukrainian_brick","cosmetic_repair_needed","43500","$","Holosiivsky"
"1560","101","53","16","3","","good","95000","$","Holosiivsky"
"1561","42","21","7","1","ukrainian_brick","good","45000","$","Solomensky"
"1562","66","44","8","3","panel","cosmetic_repair_needed","58000","$","Dneprovsky"
"1563","59","36","8","3","old_brick","good","54000","$","Sviatoshynsky"
"1564","73","52","7","3","Stalinka","serious_repair_needed","155000","$","Shevchenkovsky"
"1565","43","15","13","1","monolyth_concrete","euro","86000","$","Shevchenkovsky"
"1566","53","23","14","1","monolyth_concrete","euro","106500","$","Dneprovsky"
"1567","43","27","6","2","old_brick","serious_repair_needed","32000","$","Solomensky"
"1568","45","27","6","2","panel","serious_repair_needed","35000","$","Podolsky"
"1569","25","16","4","1","ukrainian_brick","good","20900","$","Podolsky"
"1570","43","16","11","2","monolyth_concrete","euro","86000","$","Shevchenkovsky"
"1571","98","53","12","3","ukrainian_panel","from_builders(otdelka)","80000","$","Holosiivsky"
"1572","97","60","11","2","monolyth_concrete","euro","120000","$","Holosiivsky"
"1573","118","52","18","3","monolyth_concrete","euro","165000","$","Holosiivsky"
"1574","164","94","11","4","monolyth_concrete","euro","210000","$","Holosiivsky"
"1575","205","99","35","3","ukrainian_brick","from_builders(otdelka)","173000","$","Holosiivsky"
"1576","161","91","19","4","monolyth_concrete","serious_repair_needed","145000","$","Holosiivsky"
"1577","56","40","6","3","old_brick","cosmetic_repair_needed","56000","$","Podolsky"
"1578","138","79","15","3","ukrainian_brick","euro","140000","$","Solomensky"
"1579","138","79","15","3","ukrainian_brick","euro","135000","$","Solomensky"
"1580","64","33","11","2","before_revolution","serious_repair_needed","125000","$","Shevchenkovsky"
"1581","64","30","14","2","ukrainian_panel","euro","64000","$","Podolsky"
"1582","133","74","17","3","monolyth_concrete","from_builders(planirovka)","249000","$","Holosiivsky"
"1583","42","18","11","1","monolyth_concrete","euro","65000","$","Holosiivsky"
"1584","35","14","15","1","panel","good","49999","$","Holosiivsky"
"1585","49","17","13","1","monolyth_concrete","euro","66500","$","Holosiivsky"
"1586","40","17","10","1","monolyth_concrete","from_builders(otdelka)","52000","$","Holosiivsky"
